sample,dataset,type,rotation,bits,dims,recall10,recall100,recall10in100
10m,emb_nomic,BFloat16,original,4,640,0.45,0.5145,0.905
10m,emb_nomic,BFloat16,original,4,768,0.465,0.54,0.905
10m,emb_nomic,BFloat16,original,5,128,0.05,0.1205,0.255
10m,emb_nomic,BFloat16,original,5,256,0.26,0.3055,0.56
10m,emb_nomic,BFloat16,original,5,384,0.35,0.397,0.76
10m,emb_nomic,BFloat16,original,5,512,0.415,0.468,0.85
10m,emb_nomic,BFloat16,original,5,640,0.455,0.5155,0.905
10m,emb_nomic,BFloat16,original,5,768,0.475,0.5405,0.91
10m,emb_nomic,BFloat16,original,6,128,0.185,0.243,0.515
10m,emb_nomic,BFloat16,original,6,256,0.375,0.428,0.755
10m,emb_nomic,BFloat16,original,6,384,0.455,0.4975,0.87
10m,emb_nomic,BFloat16,original,6,512,0.5,0.5665,0.915
10m,emb_nomic,BFloat16,original,6,640,0.515,0.611,0.935
10m,emb_nomic,BFloat16,original,6,768,0.565,0.6425,0.955
10m,emb_nomic,BFloat16,original,7,128,0.185,0.251,0.515
10m,emb_nomic,BFloat16,original,7,256,0.365,0.432,0.76
10m,emb_nomic,BFloat16,original,7,384,0.45,0.4975,0.87
10m,emb_nomic,BFloat16,original,7,512,0.5,0.5675,0.915
10m,emb_nomic,BFloat16,original,7,640,0.525,0.613,0.94
10m,emb_nomic,BFloat16,original,7,768,0.575,0.643,0.955
10m,emb_nomic,BFloat16,original,8,128,0.335,0.456,0.765
10m,emb_nomic,BFloat16,original,8,256,0.505,0.598,0.935
10m,emb_nomic,BFloat16,original,8,384,0.61,0.6625,0.97
10m,emb_nomic,BFloat16,original,8,512,0.65,0.725,0.985
10m,emb_nomic,BFloat16,original,8,640,0.69,0.7545,0.995
10m,emb_nomic,BFloat16,original,8,768,0.72,0.7875,1.0
10m,emb_nomic,BFloat16,original,9,128,0.44,0.5195,0.87
10m,emb_nomic,BFloat16,original,9,256,0.585,0.658,0.975
10m,emb_nomic,BFloat16,original,9,384,0.705,0.7355,0.985
10m,emb_nomic,BFloat16,original,9,512,0.725,0.787,1.0
10m,emb_nomic,BFloat16,original,9,640,0.78,0.8255,1.0
10m,emb_nomic,BFloat16,original,9,768,0.795,0.8575,1.0
10m,emb_nomic,BFloat16,original,10,128,0.525,0.5995,0.935
10m,emb_nomic,BFloat16,original,10,256,0.68,0.726,0.985
10m,emb_nomic,BFloat16,original,10,384,0.755,0.7895,0.995
10m,emb_nomic,BFloat16,original,10,512,0.84,0.843,1.0
10m,emb_nomic,BFloat16,original,10,640,0.855,0.875,1.0
10m,emb_nomic,BFloat16,original,10,768,0.915,0.9195,1.0
10m,emb_nomic,BFloat16,original,11,128,0.61,0.626,0.96
10m,emb_nomic,BFloat16,original,11,256,0.7,0.751,0.985
10m,emb_nomic,BFloat16,original,11,384,0.785,0.811,0.995
10m,emb_nomic,BFloat16,original,11,512,0.815,0.8675,1.0
10m,emb_nomic,BFloat16,original,11,640,0.875,0.9065,1.0
10m,emb_nomic,BFloat16,original,11,768,0.955,0.956,1.0
10m,emb_nomic,BFloat16,original,12,128,0.615,0.6305,0.96
10m,emb_nomic,BFloat16,original,12,256,0.69,0.758,0.99
10m,emb_nomic,BFloat16,original,12,384,0.805,0.815,0.99
10m,emb_nomic,BFloat16,original,12,512,0.845,0.8715,1.0
10m,emb_nomic,BFloat16,original,12,640,0.9,0.9135,1.0
10m,emb_nomic,BFloat16,original,12,768,0.985,0.9745,1.0
10m,emb_nomic,BFloat16,original,13,128,0.615,0.631,0.955
10m,emb_nomic,BFloat16,original,13,256,0.695,0.759,0.99
10m,emb_nomic,BFloat16,original,13,384,0.82,0.819,0.995
10m,emb_nomic,BFloat16,original,13,512,0.845,0.874,1.0
10m,emb_nomic,BFloat16,original,13,640,0.895,0.9145,1.0
10m,emb_nomic,BFloat16,original,13,768,1.0,0.987,1.0
10m,emb_nomic,BFloat16,original,14,128,0.605,0.6345,0.955
10m,emb_nomic,BFloat16,original,14,256,0.695,0.7585,0.99
10m,emb_nomic,BFloat16,original,14,384,0.81,0.818,0.995
10m,emb_nomic,BFloat16,original,14,512,0.855,0.8755,1.0
10m,emb_nomic,BFloat16,original,14,640,0.895,0.914,1.0
10m,emb_nomic,BFloat16,original,14,768,0.995,0.993,1.0
10m,emb_nomic,BFloat16,original,15,128,0.6,0.635,0.96
10m,emb_nomic,BFloat16,original,15,256,0.695,0.7605,0.99
10m,emb_nomic,BFloat16,original,15,384,0.815,0.8175,0.995
10m,emb_nomic,BFloat16,original,15,512,0.85,0.8745,1.0
10m,emb_nomic,BFloat16,original,15,640,0.895,0.9145,1.0
10m,emb_nomic,BFloat16,original,15,768,1.0,0.995,1.0
10m,emb_nomic,BFloat16,original,16,128,0.595,0.6345,0.96
10m,emb_nomic,BFloat16,original,16,256,0.69,0.7595,0.99
10m,emb_nomic,BFloat16,original,16,384,0.82,0.817,0.995
10m,emb_nomic,BFloat16,original,16,512,0.845,0.8745,1.0
10m,emb_nomic,BFloat16,original,16,640,0.895,0.9155,1.0
10m,emb_nomic,BFloat16,original,16,768,1.0,0.998,1.0
10m,emb_nomic,BFloat16,rotated,1,128,0.0,0.0,0.0
10m,emb_nomic,BFloat16,rotated,1,256,0.0,0.0,0.0
10m,emb_nomic,BFloat16,rotated,1,384,0.0,0.0,0.0
10m,emb_nomic,BFloat16,rotated,1,512,0.0,0.0,0.0
10m,emb_nomic,BFloat16,rotated,1,640,0.0,0.0,0.0
10m,emb_nomic,BFloat16,rotated,1,768,0.0,0.0,0.0
10m,emb_nomic,BFloat16,rotated,2,128,0.0,0.0,0.0
10m,emb_nomic,BFloat16,rotated,2,256,0.0,0.0,0.0
10m,emb_nomic,BFloat16,rotated,2,384,0.0,0.0,0.0
10m,emb_nomic,BFloat16,rotated,2,512,0.0,0.0,0.0
10m,emb_nomic,BFloat16,rotated,2,640,0.0,0.0,0.0
10m,emb_nomic,BFloat16,rotated,2,768,0.0,0.0,0.0
10m,emb_nomic,BFloat16,rotated,3,128,0.11,0.1905,0.38
10m,emb_nomic,BFloat16,rotated,3,256,0.23,0.3455,0.655
10m,emb_nomic,BFloat16,rotated,3,384,0.335,0.443,0.77
10m,emb_nomic,BFloat16,rotated,3,512,0.42,0.5145,0.87
10m,emb_nomic,BFloat16,rotated,3,640,0.5,0.5785,0.91
10m,emb_nomic,BFloat16,rotated,3,768,0.565,0.623,0.945
10m,emb_nomic,BFloat16,rotated,4,128,0.11,0.1905,0.38
10m,emb_nomic,BFloat16,rotated,4,256,0.23,0.3455,0.655
10m,emb_nomic,BFloat16,rotated,4,384,0.335,0.443,0.77
10m,emb_nomic,BFloat16,rotated,4,512,0.42,0.5145,0.87
10m,emb_nomic,BFloat16,rotated,4,640,0.5,0.5785,0.91
10m,emb_nomic,BFloat16,rotated,4,768,0.565,0.623,0.945
10m,emb_nomic,BFloat16,rotated,5,128,0.105,0.1925,0.38
10m,emb_nomic,BFloat16,rotated,5,256,0.225,0.3455,0.66
10m,emb_nomic,BFloat16,rotated,5,384,0.34,0.447,0.775
10m,emb_nomic,BFloat16,rotated,5,512,0.425,0.52,0.875
10m,emb_nomic,BFloat16,rotated,5,640,0.495,0.5765,0.915
10m,emb_nomic,BFloat16,rotated,5,768,0.565,0.619,0.945
10m,emb_nomic,BFloat16,rotated,6,128,0.175,0.281,0.495
10m,emb_nomic,BFloat16,rotated,6,256,0.345,0.4495,0.81
10m,emb_nomic,BFloat16,rotated,6,384,0.465,0.5455,0.915
10m,emb_nomic,BFloat16,rotated,6,512,0.505,0.6045,0.955
10m,emb_nomic,BFloat16,rotated,6,640,0.575,0.6535,0.975
10m,emb_nomic,BFloat16,rotated,6,768,0.6,0.6895,0.99
10m,emb_nomic,BFloat16,rotated,7,128,0.185,0.284,0.5
10m,emb_nomic,BFloat16,rotated,7,256,0.29,0.3695,0.6
10m,emb_nomic,BFloat16,rotated,7,384,0.315,0.4005,0.57
10m,emb_nomic,BFloat16,rotated,7,512,0.355,0.4325,0.565
10m,emb_nomic,BFloat16,rotated,7,640,0.38,0.4445,0.54
10m,emb_nomic,BFloat16,rotated,7,768,0.405,0.4485,0.545
10m,emb_nomic,BFloat16,rotated,8,128,0.365,0.457,0.785
10m,emb_nomic,BFloat16,rotated,8,256,0.48,0.591,0.905
10m,emb_nomic,BFloat16,rotated,8,384,0.615,0.66,0.945
10m,emb_nomic,BFloat16,rotated,8,512,0.625,0.7185,0.985
10m,emb_nomic,BFloat16,rotated,8,640,0.685,0.7605,0.99
10m,emb_nomic,BFloat16,rotated,8,768,0.72,0.7895,1.0
10m,emb_nomic,BFloat16,rotated,9,128,0.45,0.525,0.86
10m,emb_nomic,BFloat16,rotated,9,256,0.575,0.6585,0.955
10m,emb_nomic,BFloat16,rotated,9,384,0.665,0.7245,0.975
10m,emb_nomic,BFloat16,rotated,9,512,0.705,0.778,1.0
10m,emb_nomic,BFloat16,rotated,9,640,0.755,0.822,1.0
10m,emb_nomic,BFloat16,rotated,9,768,0.8,0.858,1.0
10m,emb_nomic,BFloat16,rotated,10,128,0.535,0.599,0.925
10m,emb_nomic,BFloat16,rotated,10,256,0.65,0.7175,0.995
10m,emb_nomic,BFloat16,rotated,10,384,0.755,0.791,1.0
10m,emb_nomic,BFloat16,rotated,10,512,0.81,0.8495,1.0
10m,emb_nomic,BFloat16,rotated,10,640,0.84,0.878,1.0
10m,emb_nomic,BFloat16,rotated,10,768,0.9,0.909,1.0
10m,emb_nomic,BFloat16,rotated,11,128,0.58,0.6315,0.935
10m,emb_nomic,BFloat16,rotated,11,256,0.7,0.746,0.995
10m,emb_nomic,BFloat16,rotated,11,384,0.79,0.813,1.0
10m,emb_nomic,BFloat16,rotated,11,512,0.845,0.868,1.0
10m,emb_nomic,BFloat16,rotated,11,640,0.885,0.903,1.0
10m,emb_nomic,BFloat16,rotated,11,768,0.955,0.951,1.0
10m,emb_nomic,BFloat16,rotated,12,128,0.585,0.632,0.94
10m,emb_nomic,BFloat16,rotated,12,256,0.715,0.745,0.995
10m,emb_nomic,BFloat16,rotated,12,384,0.825,0.8165,1.0
10m,emb_nomic,BFloat16,rotated,12,512,0.855,0.873,1.0
10m,emb_nomic,BFloat16,rotated,12,640,0.895,0.9175,1.0
10m,emb_nomic,BFloat16,rotated,12,768,0.975,0.9765,1.0
10m,emb_nomic,BFloat16,rotated,13,128,0.57,0.636,0.94
10m,emb_nomic,BFloat16,rotated,13,256,0.72,0.751,1.0
10m,emb_nomic,BFloat16,rotated,13,384,0.82,0.8215,1.0
10m,emb_nomic,BFloat16,rotated,13,512,0.86,0.88,1.0
10m,emb_nomic,BFloat16,rotated,13,640,0.9,0.919,1.0
10m,emb_nomic,BFloat16,rotated,13,768,0.985,0.9875,1.0
10m,emb_nomic,BFloat16,rotated,14,128,0.575,0.637,0.94
10m,emb_nomic,BFloat16,rotated,14,256,0.735,0.7535,1.0
10m,emb_nomic,BFloat16,rotated,14,384,0.825,0.823,1.0
10m,emb_nomic,BFloat16,rotated,14,512,0.86,0.8785,1.0
10m,emb_nomic,BFloat16,rotated,14,640,0.9,0.9215,1.0
10m,emb_nomic,BFloat16,rotated,14,768,1.0,0.99,1.0
10m,emb_nomic,BFloat16,rotated,15,128,0.575,0.6345,0.94
10m,emb_nomic,BFloat16,rotated,15,256,0.74,0.752,1.0
10m,emb_nomic,BFloat16,rotated,15,384,0.83,0.823,1.0
10m,emb_nomic,BFloat16,rotated,15,512,0.86,0.8795,1.0
10m,emb_nomic,BFloat16,rotated,15,640,0.9,0.9225,1.0
10m,emb_nomic,BFloat16,rotated,15,768,1.0,0.9945,1.0
10m,emb_nomic,BFloat16,rotated,16,128,0.575,0.6335,0.94
10m,emb_nomic,BFloat16,rotated,16,256,0.74,0.752,1.0
10m,emb_nomic,BFloat16,rotated,16,384,0.83,0.8225,1.0
10m,emb_nomic,BFloat16,rotated,16,512,0.86,0.88,1.0
10m,emb_nomic,BFloat16,rotated,16,640,0.9,0.9225,1.0
10m,emb_nomic,BFloat16,rotated,16,768,1.0,0.9965,1.0
10m,emb_nomic,Int8,original,1,128,0.055,0.117,0.25
10m,emb_nomic,Int8,original,1,256,0.26,0.303,0.565
10m,emb_nomic,Int8,original,1,384,0.345,0.393,0.755
10m,emb_nomic,Int8,original,1,512,0.41,0.4615,0.85
10m,emb_nomic,Int8,original,1,640,0.45,0.5085,0.905
10m,emb_nomic,Int8,original,1,768,0.47,0.535,0.905
10m,emb_nomic,Int8,original,2,128,0.31,0.404,0.735
10m,emb_nomic,Int8,original,2,256,0.445,0.5575,0.905
10m,emb_nomic,Int8,original,2,384,0.565,0.6375,0.965
10m,emb_nomic,Int8,original,2,512,0.63,0.703,0.98
10m,emb_nomic,Int8,original,2,640,0.675,0.7325,0.985
10m,emb_nomic,Int8,original,2,768,0.73,0.757,1.0
10m,emb_nomic,Int8,original,3,128,0.47,0.544,0.895
10m,emb_nomic,Int8,original,3,256,0.615,0.6845,0.97
10m,emb_nomic,Int8,original,3,384,0.69,0.7455,0.985
10m,emb_nomic,Int8,original,3,512,0.785,0.796,0.99
10m,emb_nomic,Int8,original,3,640,0.785,0.834,1.0
10m,emb_nomic,Int8,original,3,768,0.825,0.8715,1.0
10m,emb_nomic,Int8,original,4,128,0.555,0.601,0.93
10m,emb_nomic,Int8,original,4,256,0.65,0.7175,0.985
10m,emb_nomic,Int8,original,4,384,0.765,0.771,0.985
10m,emb_nomic,Int8,original,4,512,0.785,0.831,1.0
10m,emb_nomic,Int8,original,4,640,0.82,0.873,1.0
10m,emb_nomic,Int8,original,4,768,0.86,0.9065,1.0
10m,emb_nomic,Int8,original,5,128,0.58,0.621,0.955
10m,emb_nomic,Int8,original,5,256,0.695,0.7535,0.99
10m,emb_nomic,Int8,original,5,384,0.805,0.803,0.995
10m,emb_nomic,Int8,original,5,512,0.815,0.857,1.0
10m,emb_nomic,Int8,original,5,640,0.86,0.9015,1.0
10m,emb_nomic,Int8,original,5,768,0.93,0.9455,1.0
10m,emb_nomic,Int8,original,6,128,0.59,0.6305,0.955
10m,emb_nomic,Int8,original,6,256,0.69,0.753,0.99
10m,emb_nomic,Int8,original,6,384,0.815,0.813,0.995
10m,emb_nomic,Int8,original,6,512,0.85,0.866,1.0
10m,emb_nomic,Int8,original,6,640,0.885,0.9095,1.0
10m,emb_nomic,Int8,original,6,768,0.97,0.971,1.0
10m,emb_nomic,Int8,original,7,128,0.6,0.6355,0.96
10m,emb_nomic,Int8,original,7,256,0.69,0.758,0.99
10m,emb_nomic,Int8,original,7,384,0.81,0.817,0.995
10m,emb_nomic,Int8,original,7,512,0.85,0.873,1.0
10m,emb_nomic,Int8,original,7,640,0.895,0.909,1.0
10m,emb_nomic,Int8,original,7,768,0.985,0.983,1.0
10m,emb_nomic,Int8,original,8,128,0.605,0.633,0.955
10m,emb_nomic,Int8,original,8,256,0.68,0.7575,0.99
10m,emb_nomic,Int8,original,8,384,0.81,0.8175,0.995
10m,emb_nomic,Int8,original,8,512,0.84,0.8745,1.0
10m,emb_nomic,Int8,original,8,640,0.895,0.9135,1.0
10m,emb_nomic,Int8,original,8,768,1.0,0.9905,1.0
10m,emb_nomic,Int8,rotated,1,128,0.11,0.1905,0.385
10m,emb_nomic,Int8,rotated,1,256,0.235,0.3455,0.665
10m,emb_nomic,Int8,rotated,1,384,0.34,0.4435,0.775
10m,emb_nomic,Int8,rotated,1,512,0.43,0.516,0.87
10m,emb_nomic,Int8,rotated,1,640,0.5,0.5785,0.91
10m,emb_nomic,Int8,rotated,1,768,0.565,0.623,0.945
10m,emb_nomic,Int8,rotated,2,128,0.34,0.4285,0.805
10m,emb_nomic,Int8,rotated,2,256,0.485,0.577,0.915
10m,emb_nomic,Int8,rotated,2,384,0.58,0.651,0.95
10m,emb_nomic,Int8,rotated,2,512,0.605,0.7105,0.97
10m,emb_nomic,Int8,rotated,2,640,0.67,0.7515,0.995
10m,emb_nomic,Int8,rotated,2,768,0.685,0.78,1.0
10m,emb_nomic,Int8,rotated,3,128,0.455,0.535,0.88
10m,emb_nomic,Int8,rotated,3,256,0.595,0.667,0.95
10m,emb_nomic,Int8,rotated,3,384,0.675,0.7445,0.995
10m,emb_nomic,Int8,rotated,3,512,0.73,0.803,1.0
10m,emb_nomic,Int8,rotated,3,640,0.765,0.8325,1.0
10m,emb_nomic,Int8,rotated,3,768,0.785,0.8655,1.0
10m,emb_nomic,Int8,rotated,4,128,0.515,0.5775,0.92
10m,emb_nomic,Int8,rotated,4,256,0.645,0.697,0.975
10m,emb_nomic,Int8,rotated,4,384,0.72,0.7805,0.995
10m,emb_nomic,Int8,rotated,4,512,0.78,0.8345,1.0
10m,emb_nomic,Int8,rotated,4,640,0.84,0.865,1.0
10m,emb_nomic,Int8,rotated,4,768,0.865,0.9035,1.0
10m,emb_nomic,Int8,rotated,5,128,0.575,0.615,0.93
10m,emb_nomic,Int8,rotated,5,256,0.71,0.727,0.98
10m,emb_nomic,Int8,rotated,5,384,0.8,0.795,0.995
10m,emb_nomic,Int8,rotated,5,512,0.85,0.863,1.0
10m,emb_nomic,Int8,rotated,5,640,0.88,0.899,1.0
10m,emb_nomic,Int8,rotated,5,768,0.935,0.938,1.0
10m,emb_nomic,Int8,rotated,6,128,0.565,0.6255,0.94
10m,emb_nomic,Int8,rotated,6,256,0.715,0.7485,0.99
10m,emb_nomic,Int8,rotated,6,384,0.825,0.8065,1.0
10m,emb_nomic,Int8,rotated,6,512,0.85,0.872,1.0
10m,emb_nomic,Int8,rotated,6,640,0.89,0.913,1.0
10m,emb_nomic,Int8,rotated,6,768,0.955,0.9635,1.0
10m,emb_nomic,Int8,rotated,7,128,0.585,0.632,0.945
10m,emb_nomic,Int8,rotated,7,256,0.735,0.7485,0.99
10m,emb_nomic,Int8,rotated,7,384,0.83,0.8165,0.995
10m,emb_nomic,Int8,rotated,7,512,0.845,0.8785,1.0
10m,emb_nomic,Int8,rotated,7,640,0.895,0.918,1.0
10m,emb_nomic,Int8,rotated,7,768,0.96,0.9745,1.0
10m,emb_nomic,Int8,rotated,8,128,0.59,0.635,0.94
10m,emb_nomic,Int8,rotated,8,256,0.735,0.7535,0.995
10m,emb_nomic,Int8,rotated,8,384,0.825,0.8205,0.995
10m,emb_nomic,Int8,rotated,8,512,0.865,0.88,1.0
10m,emb_nomic,Int8,rotated,8,640,0.915,0.9215,1.0
10m,emb_nomic,Int8,rotated,8,768,0.995,0.9865,1.0
10m,emb_siglip2,BFloat16,original,1,128,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,original,1,256,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,original,1,384,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,original,1,512,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,original,1,640,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,original,1,768,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,original,1,896,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,original,1,1024,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,original,1,1152,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,original,2,128,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,original,2,256,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,original,2,384,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,original,2,512,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,original,2,640,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,original,2,768,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,original,2,896,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,original,2,1024,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,original,2,1152,0.0,0.0,0.0
10m,emb_siglip2,BFloat16,original,3,128,0.355,0.3405,0.67
10m,emb_siglip2,BFloat16,original,3,256,0.51,0.509,0.92
10m,emb_siglip2,BFloat16,original,3,384,0.575,0.5805,0.94
10m,emb_siglip2,BFloat16,original,3,512,0.625,0.6345,0.975
10m,emb_siglip2,BFloat16,original,3,640,0.655,0.659,0.975
10m,emb_siglip2,BFloat16,original,3,768,0.695,0.691,0.99
10m,emb_siglip2,BFloat16,original,3,896,0.69,0.7195,0.995
10m,emb_siglip2,BFloat16,original,3,1024,0.735,0.7345,0.995
10m,emb_siglip2,BFloat16,original,3,1152,0.74,0.753,0.995
10m,emb_siglip2,BFloat16,original,4,128,0.355,0.3405,0.67
10m,emb_siglip2,BFloat16,original,4,256,0.51,0.509,0.92
10m,emb_siglip2,BFloat16,original,4,384,0.575,0.5805,0.94
10m,emb_siglip2,BFloat16,original,4,512,0.625,0.6345,0.975
10m,emb_siglip2,BFloat16,original,4,640,0.655,0.659,0.975
10m,emb_siglip2,BFloat16,original,4,768,0.695,0.691,0.99
10m,emb_siglip2,BFloat16,original,4,896,0.69,0.7195,0.995
10m,emb_siglip2,BFloat16,original,4,1024,0.735,0.7345,0.995
10m,emb_siglip2,BFloat16,original,4,1152,0.74,0.753,0.995
10m,emb_siglip2,BFloat16,original,5,128,0.355,0.3425,0.67
10m,emb_siglip2,BFloat16,original,5,256,0.51,0.509,0.925
10m,emb_siglip2,BFloat16,original,5,384,0.575,0.5795,0.945
10m,emb_siglip2,BFloat16,original,5,512,0.62,0.635,0.97
10m,emb_siglip2,BFloat16,original,5,640,0.655,0.6615,0.975
10m,emb_siglip2,BFloat16,original,5,768,0.7,0.6935,0.99
10m,emb_siglip2,BFloat16,original,5,896,0.69,0.7195,0.995
10m,emb_siglip2,BFloat16,original,5,1024,0.735,0.736,0.995
10m,emb_siglip2,BFloat16,original,5,1152,0.74,0.752,0.995
10m,emb_siglip2,BFloat16,original,6,128,0.38,0.4205,0.76
10m,emb_siglip2,BFloat16,original,6,256,0.525,0.5775,0.915
10m,emb_siglip2,BFloat16,original,6,384,0.575,0.664,0.965
10m,emb_siglip2,BFloat16,original,6,512,0.65,0.703,0.99
10m,emb_siglip2,BFloat16,original,6,640,0.69,0.7225,0.99
10m,emb_siglip2,BFloat16,original,6,768,0.71,0.7545,0.99
10m,emb_siglip2,BFloat16,original,6,896,0.73,0.775,0.995
10m,emb_siglip2,BFloat16,original,6,1024,0.76,0.795,0.995
10m,emb_siglip2,BFloat16,original,6,1152,0.78,0.8085,0.995
10m,emb_siglip2,BFloat16,original,7,128,0.365,0.401,0.74
10m,emb_siglip2,BFloat16,original,7,256,0.485,0.5585,0.895
10m,emb_siglip2,BFloat16,original,7,384,0.575,0.648,0.93
10m,emb_siglip2,BFloat16,original,7,512,0.555,0.6255,0.93
10m,emb_siglip2,BFloat16,original,7,640,0.63,0.6705,0.94
10m,emb_siglip2,BFloat16,original,7,768,0.655,0.6945,0.96
10m,emb_siglip2,BFloat16,original,7,896,0.68,0.6985,0.985
10m,emb_siglip2,BFloat16,original,7,1024,0.635,0.6805,0.995
10m,emb_siglip2,BFloat16,original,7,1152,0.665,0.694,0.995
10m,emb_siglip2,BFloat16,original,8,128,0.115,0.076,0.17
10m,emb_siglip2,BFloat16,original,8,256,0.185,0.1515,0.325
10m,emb_siglip2,BFloat16,original,8,384,0.275,0.237,0.49
10m,emb_siglip2,BFloat16,original,8,512,0.23,0.1835,0.375
10m,emb_siglip2,BFloat16,original,8,640,0.275,0.256,0.475
10m,emb_siglip2,BFloat16,original,8,768,0.32,0.295,0.56
10m,emb_siglip2,BFloat16,original,8,896,0.37,0.364,0.63
10m,emb_siglip2,BFloat16,original,8,1024,0.44,0.4365,0.725
10m,emb_siglip2,BFloat16,original,8,1152,0.5,0.5045,0.825
10m,emb_siglip2,BFloat16,original,9,128,0.415,0.363,0.735
10m,emb_siglip2,BFloat16,original,9,256,0.545,0.523,0.89
10m,emb_siglip2,BFloat16,original,9,384,0.635,0.6255,0.965
10m,emb_siglip2,BFloat16,original,9,512,0.64,0.643,0.965
10m,emb_siglip2,BFloat16,original,9,640,0.71,0.702,0.995
10m,emb_siglip2,BFloat16,original,9,768,0.75,0.746,0.995
10m,emb_siglip2,BFloat16,original,9,896,0.79,0.7825,0.995
10m,emb_siglip2,BFloat16,original,9,1024,0.85,0.8235,0.995
10m,emb_siglip2,BFloat16,original,9,1152,0.87,0.8475,0.995
10m,emb_siglip2,BFloat16,original,10,128,0.565,0.525,0.905
10m,emb_siglip2,BFloat16,original,10,256,0.66,0.67,0.985
10m,emb_siglip2,BFloat16,original,10,384,0.725,0.7365,0.995
10m,emb_siglip2,BFloat16,original,10,512,0.77,0.7785,0.995
10m,emb_siglip2,BFloat16,original,10,640,0.815,0.808,0.995
10m,emb_siglip2,BFloat16,original,10,768,0.83,0.837,0.995
10m,emb_siglip2,BFloat16,original,10,896,0.87,0.867,0.995
10m,emb_siglip2,BFloat16,original,10,1024,0.89,0.89,0.995
10m,emb_siglip2,BFloat16,original,10,1152,0.915,0.9145,0.995
10m,emb_siglip2,BFloat16,original,11,128,0.56,0.5245,0.895
10m,emb_siglip2,BFloat16,original,11,256,0.655,0.6795,0.99
10m,emb_siglip2,BFloat16,original,11,384,0.725,0.7435,0.995
10m,emb_siglip2,BFloat16,original,11,512,0.765,0.776,0.995
10m,emb_siglip2,BFloat16,original,11,640,0.795,0.822,0.995
10m,emb_siglip2,BFloat16,original,11,768,0.855,0.852,0.995
10m,emb_siglip2,BFloat16,original,11,896,0.88,0.8795,0.995
10m,emb_siglip2,BFloat16,original,11,1024,0.91,0.917,0.995
10m,emb_siglip2,BFloat16,original,11,1152,0.955,0.9435,0.995
10m,emb_siglip2,BFloat16,original,12,128,0.58,0.527,0.9
10m,emb_siglip2,BFloat16,original,12,256,0.645,0.6845,0.99
10m,emb_siglip2,BFloat16,original,12,384,0.73,0.7555,0.995
10m,emb_siglip2,BFloat16,original,12,512,0.755,0.79,0.995
10m,emb_siglip2,BFloat16,original,12,640,0.8,0.833,0.995
10m,emb_siglip2,BFloat16,original,12,768,0.835,0.866,0.995
10m,emb_siglip2,BFloat16,original,12,896,0.865,0.898,0.995
10m,emb_siglip2,BFloat16,original,12,1024,0.91,0.934,0.995
10m,emb_siglip2,BFloat16,original,12,1152,0.96,0.973,0.995
10m,emb_siglip2,BFloat16,original,13,128,0.58,0.53,0.91
10m,emb_siglip2,BFloat16,original,13,256,0.665,0.6885,0.99
10m,emb_siglip2,BFloat16,original,13,384,0.725,0.758,0.995
10m,emb_siglip2,BFloat16,original,13,512,0.75,0.798,0.995
10m,emb_siglip2,BFloat16,original,13,640,0.8,0.838,0.995
10m,emb_siglip2,BFloat16,original,13,768,0.84,0.8685,0.995
10m,emb_siglip2,BFloat16,original,13,896,0.885,0.899,0.995
10m,emb_siglip2,BFloat16,original,13,1024,0.92,0.933,0.995
10m,emb_siglip2,BFloat16,original,13,1152,0.985,0.989,0.995
10m,emb_siglip2,BFloat16,original,14,128,0.575,0.5295,0.905
10m,emb_siglip2,BFloat16,original,14,256,0.655,0.683,0.99
10m,emb_siglip2,BFloat16,original,14,384,0.715,0.7585,0.995
10m,emb_siglip2,BFloat16,original,14,512,0.745,0.8,0.995
10m,emb_siglip2,BFloat16,original,14,640,0.795,0.835,0.995
10m,emb_siglip2,BFloat16,original,14,768,0.845,0.87,0.995
10m,emb_siglip2,BFloat16,original,14,896,0.885,0.8965,0.995
10m,emb_siglip2,BFloat16,original,14,1024,0.91,0.934,0.995
10m,emb_siglip2,BFloat16,original,14,1152,0.99,0.9935,0.995
10m,emb_siglip2,BFloat16,original,15,128,0.58,0.531,0.905
10m,emb_siglip2,BFloat16,original,15,256,0.655,0.6855,0.99
10m,emb_siglip2,BFloat16,original,15,384,0.72,0.7585,0.995
10m,emb_siglip2,BFloat16,original,15,512,0.745,0.798,0.995
10m,emb_siglip2,BFloat16,original,15,640,0.8,0.838,0.995
